title,description,source,relevance_score,matched_keywords,matched_groups,keyword_frequencies
WESEP 5010: Wind Energy Resources,"Forecasting, wind measurement and analysis, site placement, aerodynamic principles associated with blade design, power generation technologies, power electronic topologies used in wind energy conversion, collection circuits, and grid operation with high wind penetration.",https://catalog.iastate.edu/azcourses/wesep/,3.5,Power Generation,use-3,"{""power generation"": 1}"
WESEP 5010: Wind Energy Resources,"Forecasting, wind measurement and analysis, site placement, aerodynamic principles associated with blade design, power generation technologies, power electronic topologies used in wind energy conversion, collection circuits, and grid operation with high wind penetration.",https://catalog.iastate.edu/azcourses/wesep/,3.5,Power Generation,use-3,"{""power generation"": 1}"
WESEP 5010: Wind Energy Resources,"Forecasting, wind measurement and analysis, site placement, aerodynamic principles associated with blade design, power generation technologies, power electronic topologies used in wind energy conversion, collection circuits, and grid operation with high wind penetration.",https://catalog.iastate.edu/azcourses/wesep/,3.5,Power Generation,use-3,"{""power generation"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MATE 1010: Materials Science & Engineering Learning Community Seminar,Introduction to the Materials Science & Engineering Department and resources available to support student success. Offered on a satisfactory-fail basis only. (,https://catalog.iastate.edu/azcourses/mat_e/,3.0,Materials Science,engineering_capabilities-2,"{""materials science"": 2}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
MSE 5010: Fundamentals of Materials Science and Engineering I,"An examination of structure-property-process relationships in materials, focusing on control and measurement of end-use performance characteristics. Materials design fundamentals are discussed as they pertain to various critical industries, applications, and manufacturing technologies. Offered on a satisfactory-fail basis only. (",https://catalog.iastate.edu/azcourses/m_s_e/,2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
